,snapshot,component_charge,fieldtype_charge,field_charge,value_charge,mode_charge,component_discharge,fieldtype_discharge,field_discharge,value_discharge,mode_discharge
2392,t2393,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2393,t2394,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2394,t2395,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2395,t2396,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.6537519789621293,primal
2396,t2397,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.21635626061209967,primal
2397,t2398,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2398,t2399,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2399,t2400,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2400,t2401,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2401,t2402,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2402,t2403,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2403,t2404,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2404,t2405,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2405,t2406,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2406,t2407,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.870108239574229,primal
2407,t2408,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2408,t2409,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2409,t2410,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2410,t2411,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2411,t2412,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2412,t2413,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2413,t2414,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2414,t2415,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2415,t2416,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2416,t2417,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2417,t2418,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2418,t2419,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.870108239574229,primal
2419,t2420,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2420,t2421,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2421,t2422,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2422,t2423,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2423,t2424,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2424,t2425,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2425,t2426,battery.charging,exp,in_electricity,3.7712236227192077,primal,battery.discharging,exp,in_electricity,0.0,primal
2426,t2427,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2427,t2428,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2428,t2429,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2429,t2430,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2430,t2431,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.419239519871665,primal
2431,t2432,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2432,t2433,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2433,t2434,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2434,t2435,battery.charging,exp,in_electricity,2.9565054418733343,primal,battery.discharging,exp,in_electricity,0.0,primal
2435,t2436,battery.charging,exp,in_electricity,0.5693883586399626,primal,battery.discharging,exp,in_electricity,0.0,primal
2436,t2437,battery.charging,exp,in_electricity,0.7079113682530909,primal,battery.discharging,exp,in_electricity,0.0,primal
2437,t2438,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2438,t2439,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2439,t2440,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2440,t2441,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2441,t2442,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2442,t2443,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.870108239574229,primal
2443,t2444,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2444,t2445,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2445,t2446,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2446,t2447,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2447,t2448,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2448,t2449,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2449,t2450,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2450,t2451,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2451,t2452,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2452,t2453,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2453,t2454,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.3824539198865518,primal
2454,t2455,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2455,t2456,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.48765431968767725,primal
2456,t2457,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2457,t2458,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2458,t2459,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2459,t2460,battery.charging,exp,in_electricity,0.903812286432939,primal,battery.discharging,exp,in_electricity,0.0,primal
2460,t2461,battery.charging,exp,in_electricity,2.9246946942624708,primal,battery.discharging,exp,in_electricity,0.0,primal
2461,t2462,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2462,t2463,battery.charging,exp,in_electricity,0.4052981880709776,primal,battery.discharging,exp,in_electricity,0.0,primal
2463,t2464,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2464,t2465,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2465,t2466,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2466,t2467,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.870108239574229,primal
2467,t2468,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2468,t2469,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2469,t2470,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2470,t2471,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2471,t2472,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2472,t2473,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2473,t2474,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2474,t2475,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2475,t2476,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2476,t2477,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.431546211351558,primal
2477,t2478,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.522236211599109,primal
2478,t2479,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.046217577049333,primal
2479,t2480,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2480,t2481,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2481,t2482,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2482,t2483,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2483,t2484,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,4.873397172404482,primal
2484,t2485,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.7467943448089631,primal
2485,t2486,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2486,t2487,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,4.873397172404482,primal
2487,t2488,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,4.873397172404482,primal
2488,t2489,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2489,t2490,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2490,t2491,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.7381704797007203,primal
2491,t2492,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2492,t2493,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.1319377598735088,primal
2493,t2494,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2494,t2495,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2495,t2496,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2496,t2497,battery.charging,exp,in_electricity,2.249304781310472,primal,battery.discharging,exp,in_electricity,0.0,primal
2497,t2498,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.192351112222867,primal
2498,t2499,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2499,t2500,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2500,t2501,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.20159416043985,primal
2501,t2502,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.1679030576875733,primal
2502,t2503,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.6718829581274575,primal
2503,t2504,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.95861982374512,primal
2504,t2505,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2505,t2506,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2506,t2507,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,4.873397172404482,primal
2507,t2508,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,4.873397172404482,primal
2508,t2509,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.7467943448089631,primal
2509,t2510,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2510,t2511,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,4.873397172404482,primal
2511,t2512,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2512,t2513,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2513,t2514,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2514,t2515,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2515,t2516,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.880583486217169,primal
2516,t2517,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2517,t2518,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2518,t2519,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.9895247533570597,primal
2519,t2520,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2520,t2521,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2521,t2522,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2522,t2523,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2523,t2524,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2524,t2525,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2525,t2526,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2526,t2527,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2527,t2528,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.870108239574229,primal
2528,t2529,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2529,t2530,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2530,t2531,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2531,t2532,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2532,t2533,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2533,t2534,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2534,t2535,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2535,t2536,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2536,t2537,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2537,t2538,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.1025037647691356,primal
2538,t2539,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.437098832483468,primal
2539,t2540,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.460397402747396,primal
2540,t2541,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2541,t2542,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2542,t2543,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2543,t2544,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2544,t2545,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2545,t2546,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2546,t2547,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2547,t2548,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2548,t2549,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2549,t2550,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2550,t2551,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.579711141832727,primal
2551,t2552,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.3279324710827933,primal
2552,t2553,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.09235638708448,primal
2553,t2554,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2554,t2555,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2555,t2556,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2556,t2557,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2557,t2558,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2558,t2559,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2559,t2560,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2560,t2561,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2561,t2562,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2562,t2563,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.870108239574229,primal
2563,t2564,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2564,t2565,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2565,t2566,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2566,t2567,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2567,t2568,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2568,t2569,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2569,t2570,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2570,t2571,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2571,t2572,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2572,t2573,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2573,t2574,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.4050975521364966,primal
2574,t2575,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.4320194196565708,primal
2575,t2576,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.162883028206933,primal
2576,t2577,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2577,t2578,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2578,t2579,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2579,t2580,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2580,t2581,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2581,t2582,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2582,t2583,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2583,t2584,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2584,t2585,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2585,t2586,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2586,t2587,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.870108239574229,primal
2587,t2588,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2588,t2589,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2589,t2590,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2590,t2591,battery.charging,exp,in_electricity,2.9233785706047444,primal,battery.discharging,exp,in_electricity,0.0,primal
2591,t2592,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.8493569719706033,primal
2592,t2593,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2593,t2594,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2594,t2595,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2595,t2596,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2596,t2597,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2597,t2598,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2598,t2599,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2599,t2600,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.870108239574229,primal
2600,t2601,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2601,t2602,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2602,t2603,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2603,t2604,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2604,t2605,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2605,t2606,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2606,t2607,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2607,t2608,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2608,t2609,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2609,t2610,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2610,t2611,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.870108239574229,primal
2611,t2612,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.129891760425771,primal
2612,t2613,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2613,t2614,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2614,t2615,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2615,t2616,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2616,t2617,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2617,t2618,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2618,t2619,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2619,t2620,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2620,t2621,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2621,t2622,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.5174087097210287,primal
2622,t2623,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.4030438285389475,primal
2623,t2624,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.0795474617400243,primal
2624,t2625,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2625,t2626,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2626,t2627,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2627,t2628,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2628,t2629,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2629,t2630,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2630,t2631,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2631,t2632,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2632,t2633,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2633,t2634,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.8963881583879205,primal
2634,t2635,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.522290352120435,primal
2635,t2636,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.581321489491645,primal
2636,t2637,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2637,t2638,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2638,t2639,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2639,t2640,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2640,t2641,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2641,t2642,battery.charging,exp,in_electricity,5.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2642,t2643,battery.charging,exp,in_electricity,4.233805168766388,primal,battery.discharging,exp,in_electricity,0.0,primal
2643,t2644,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2644,t2645,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.8840003740814044,primal
2645,t2646,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.663236280318175,primal
2646,t2647,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.477523839470719,primal
2647,t2648,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.9752395061297012,primal
2648,t2649,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2649,t2650,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2650,t2651,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
2651,t2652,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
