,snapshot,component_pv,fieldtype_pv,field_pv,value_pv,mode_pv,component_load,fieldtype_load,field_load,value_load,mode_load
1728,t1729,pv,exp,value,0.0,primal,load,exp,value,2.837229121012905,primal
1729,t1730,pv,exp,value,0.0,primal,load,exp,value,2.7170684197711226,primal
1730,t1731,pv,exp,value,0.0,primal,load,exp,value,2.6805454102751405,primal
1731,t1732,pv,exp,value,0.0,primal,load,exp,value,2.658266374482591,primal
1732,t1733,pv,exp,value,0.0,primal,load,exp,value,2.755174093011931,primal
1733,t1734,pv,exp,value,0.0,primal,load,exp,value,3.0939858777696614,primal
1734,t1735,pv,exp,value,0.0793841712773635,primal,load,exp,value,3.6487703920136356,primal
1735,t1736,pv,exp,value,0.3091171517921578,primal,load,exp,value,3.98672997321646,primal
1736,t1737,pv,exp,value,0.8094779889343275,primal,load,exp,value,4.077307036766496,primal
1737,t1738,pv,exp,value,1.41327880683185,primal,load,exp,value,4.005843681519357,primal
1738,t1739,pv,exp,value,1.854702910752947,primal,load,exp,value,3.940224007791575,primal
1739,t1740,pv,exp,value,2.1445754149627136,primal,load,exp,value,3.859508156805454,primal
1740,t1741,pv,exp,value,2.222756795766178,primal,load,exp,value,3.7176771365960555,primal
1741,t1742,pv,exp,value,2.106086119797931,primal,load,exp,value,3.683588994399805,primal
1742,t1743,pv,exp,value,1.7632908347365888,primal,load,exp,value,3.667884100316533,primal
1743,t1744,pv,exp,value,1.2617272071205197,primal,load,exp,value,3.7221816411005597,primal
1744,t1745,pv,exp,value,0.656723598749098,primal,load,exp,value,3.785609934258583,primal
1745,t1746,pv,exp,value,0.2068799615107048,primal,load,exp,value,3.9180667153640125,primal
1746,t1747,pv,exp,value,0.0024055809477988937,primal,load,exp,value,4.020331141952764,primal
1747,t1748,pv,exp,value,0.0,primal,load,exp,value,3.9151448746043336,primal
1748,t1749,pv,exp,value,0.0,primal,load,exp,value,3.674336498660823,primal
1749,t1750,pv,exp,value,0.0,primal,load,exp,value,3.3970051132213297,primal
1750,t1751,pv,exp,value,0.0,primal,load,exp,value,3.271852934015096,primal
1751,t1752,pv,exp,value,0.0,primal,load,exp,value,3.0253226199172145,primal
1752,t1753,pv,exp,value,0.0,primal,load,exp,value,2.877647918188459,primal
1753,t1754,pv,exp,value,0.0,primal,load,exp,value,2.74981738495252,primal
1754,t1755,pv,exp,value,0.0,primal,load,exp,value,2.7131726320915512,primal
1755,t1756,pv,exp,value,0.0,primal,load,exp,value,2.686754321889457,primal
1756,t1757,pv,exp,value,0.0,primal,load,exp,value,2.773313854394935,primal
1757,t1758,pv,exp,value,0.0,primal,load,exp,value,3.1235695154614076,primal
1758,t1759,pv,exp,value,0.08419533317296127,primal,load,exp,value,3.651570489408327,primal
1759,t1760,pv,exp,value,0.28626413278806834,primal,load,exp,value,3.9710250791331876,primal
1760,t1761,pv,exp,value,0.7144575414962713,primal,load,exp,value,4.086437789140492,primal
1761,t1762,pv,exp,value,1.2677411594900168,primal,load,exp,value,4.038714390065741,primal
1762,t1763,pv,exp,value,1.7091652634111139,primal,load,exp,value,3.948380813245678,primal
1763,t1764,pv,exp,value,1.9930238152513833,primal,load,exp,value,3.900170440710981,primal
1764,t1765,pv,exp,value,2.1169112340630263,primal,load,exp,value,3.7841490138787437,primal
1765,t1766,pv,exp,value,2.0315131104161654,primal,load,exp,value,3.7335037740443147,primal
1766,t1767,pv,exp,value,1.7644936252104884,primal,load,exp,value,3.6722668614560505,primal
1767,t1768,pv,exp,value,1.2929997594419051,primal,load,exp,value,3.7134161188215242,primal
1768,t1769,pv,exp,value,0.6988212653355785,primal,load,exp,value,3.7935232529827125,primal
1769,t1770,pv,exp,value,0.23093577098869378,primal,load,exp,value,3.9442415388361334,primal
1770,t1771,pv,exp,value,0.0036083714216983403,primal,load,exp,value,4.048940832724616,primal
1771,t1772,pv,exp,value,0.0,primal,load,exp,value,3.9351107864621375,primal
1772,t1773,pv,exp,value,0.0,primal,load,exp,value,3.682980277574872,primal
1773,t1774,pv,exp,value,0.0,primal,load,exp,value,3.4029705381056736,primal
1774,t1775,pv,exp,value,0.0,primal,load,exp,value,3.2751400048697343,primal
1775,t1776,pv,exp,value,0.0,primal,load,exp,value,3.031044558071585,primal
1776,t1777,pv,exp,value,0.0,primal,load,exp,value,2.850620891161432,primal
1777,t1778,pv,exp,value,0.0,primal,load,exp,value,2.7121986851716584,primal
1778,t1779,pv,exp,value,0.0,primal,load,exp,value,2.6995373752130507,primal
1779,t1780,pv,exp,value,0.0,primal,load,exp,value,2.669345020696372,primal
1780,t1781,pv,exp,value,0.0,primal,load,exp,value,2.723155588020453,primal
1781,t1782,pv,exp,value,0.0,primal,load,exp,value,3.0545410275140004,primal
1782,t1783,pv,exp,value,0.08900649506855907,primal,load,exp,value,3.598733869004139,primal
1783,t1784,pv,exp,value,0.3223478470050517,primal,load,exp,value,3.927440954467982,primal
1784,t1785,pv,exp,value,0.8419533317296126,primal,load,exp,value,3.9825906988069146,primal
1785,t1786,pv,exp,value,1.5046908828482077,primal,load,exp,value,3.893474555636718,primal
1786,t1787,pv,exp,value,2.0856386817416404,primal,load,exp,value,3.7752617482347213,primal
1787,t1788,pv,exp,value,2.4777483762328605,primal,load,exp,value,3.6552227903579255,primal
1788,t1789,pv,exp,value,2.6088525378879,primal,load,exp,value,3.5070611151692233,primal
1789,t1790,pv,exp,value,2.4548953572287706,primal,load,exp,value,3.447163379595812,primal
1790,t1791,pv,exp,value,2.00024055809478,primal,load,exp,value,3.380691502313124,primal
1791,t1792,pv,exp,value,1.360356025980274,primal,load,exp,value,3.426345264183102,primal
1792,t1793,pv,exp,value,0.6867933605965841,primal,load,exp,value,3.553201850499148,primal
1793,t1794,pv,exp,value,0.22011065672359875,primal,load,exp,value,3.7731921110299487,primal
1794,t1795,pv,exp,value,0.004811161895597787,primal,load,exp,value,3.8805697589481376,primal
1795,t1796,pv,exp,value,0.0,primal,load,exp,value,3.7589481373265157,primal
1796,t1797,pv,exp,value,0.0,primal,load,exp,value,3.5141222303384465,primal
1797,t1798,pv,exp,value,0.0,primal,load,exp,value,3.2611395178962748,primal
1798,t1799,pv,exp,value,0.0,primal,load,exp,value,3.150109569028488,primal
1799,t1800,pv,exp,value,0.0,primal,load,exp,value,2.93827611395179,primal
1800,t1801,pv,exp,value,0.0,primal,load,exp,value,2.718529340150962,primal
1801,t1802,pv,exp,value,0.0,primal,load,exp,value,2.5786462137813486,primal
1802,t1803,pv,exp,value,0.0,primal,load,exp,value,2.5008522035549063,primal
1803,t1804,pv,exp,value,0.0,primal,load,exp,value,2.4394935476016557,primal
1804,t1805,pv,exp,value,0.0,primal,load,exp,value,2.46518139761383,primal
1805,t1806,pv,exp,value,0.0,primal,load,exp,value,2.6135865595325054,primal
1806,t1807,pv,exp,value,0.0902092855424585,primal,load,exp,value,2.78573167762357,primal
1807,t1808,pv,exp,value,0.2730334375751744,primal,load,exp,value,2.9253713172632088,primal
1808,t1809,pv,exp,value,0.7120519605484725,primal,load,exp,value,3.0010956902848793,primal
1809,t1810,pv,exp,value,1.3146499879720952,primal,load,exp,value,2.9892865838811784,primal
1810,t1811,pv,exp,value,1.8234303584315612,primal,load,exp,value,2.936571706841977,primal
1811,t1812,pv,exp,value,2.204714938657686,primal,load,exp,value,2.906622839055272,primal
1812,t1813,pv,exp,value,2.4055809477988936,primal,load,exp,value,2.790114438763087,primal
1813,t1814,pv,exp,value,2.321385614625932,primal,load,exp,value,2.742025809593377,primal
1814,t1815,pv,exp,value,1.9449121962954052,primal,load,exp,value,2.7047723399074752,primal
1815,t1816,pv,exp,value,1.3567476545585757,primal,load,exp,value,2.7925493060628197,primal
1816,t1817,pv,exp,value,0.7108491700745729,primal,load,exp,value,2.907109812515218,primal
1817,t1818,pv,exp,value,0.2345441424103921,primal,load,exp,value,3.1431701972242516,primal
1818,t1819,pv,exp,value,0.008419533317296127,primal,load,exp,value,3.266374482590699,primal
1819,t1820,pv,exp,value,0.0,primal,load,exp,value,3.170440710981252,primal
1820,t1821,pv,exp,value,0.0,primal,load,exp,value,2.998173849525201,primal
1821,t1822,pv,exp,value,0.0,primal,load,exp,value,2.807158509861212,primal
1822,t1823,pv,exp,value,0.0,primal,load,exp,value,2.784757730703676,primal
1823,t1824,pv,exp,value,0.0,primal,load,exp,value,2.581446311176041,primal
1824,t1825,pv,exp,value,0.0,primal,load,exp,value,2.4768687606525446,primal
1825,t1826,pv,exp,value,0.0,primal,load,exp,value,2.350133917701485,primal
1826,t1827,pv,exp,value,0.0,primal,load,exp,value,2.3087411736060384,primal
1827,t1828,pv,exp,value,0.0,primal,load,exp,value,2.260774287801315,primal
1828,t1829,pv,exp,value,0.0,primal,load,exp,value,2.277940102264427,primal
1829,t1830,pv,exp,value,0.0,primal,load,exp,value,2.3546384222059897,primal
1830,t1831,pv,exp,value,0.10584556170315132,primal,load,exp,value,2.4492330168005845,primal
1831,t1832,pv,exp,value,0.41736829444310797,primal,load,exp,value,2.57682006330655,primal
1832,t1833,pv,exp,value,1.1101756074091893,primal,load,exp,value,2.6785975164353544,primal
1833,t1834,pv,exp,value,1.9376954534520086,primal,load,exp,value,2.7223033844655466,primal
1834,t1835,pv,exp,value,2.58720230935771,primal,load,exp,value,2.762965668371074,primal
1835,t1836,pv,exp,value,3.0442626894395,primal,load,exp,value,2.7365473581689796,primal
1836,t1837,pv,exp,value,3.2932403175366853,primal,load,exp,value,2.6235695154614076,primal
1837,t1838,pv,exp,value,3.1741640606206403,primal,load,exp,value,2.5185049914779647,primal
1838,t1839,pv,exp,value,2.662978109213375,primal,load,exp,value,2.4885561236912586,primal
1839,t1840,pv,exp,value,1.828241520327159,primal,load,exp,value,2.5379839298758218,primal
1840,t1841,pv,exp,value,0.9044984363723839,primal,load,exp,value,2.685780374969564,primal
1841,t1842,pv,exp,value,0.2658166947317777,primal,load,exp,value,2.9310932554175793,primal
1842,t1843,pv,exp,value,0.009622323791195575,primal,load,exp,value,3.1145605064523982,primal
1843,t1844,pv,exp,value,0.0,primal,load,exp,value,3.091064037009983,primal
1844,t1845,pv,exp,value,0.0,primal,load,exp,value,2.9534940345751153,primal
1845,t1846,pv,exp,value,0.0,primal,load,exp,value,2.7839055271487707,primal
1846,t1847,pv,exp,value,0.0,primal,load,exp,value,2.775626978329681,primal
1847,t1848,pv,exp,value,0.0,primal,load,exp,value,2.6066471877282686,primal
1848,t1849,pv,exp,value,0.0,primal,load,exp,value,2.5810810810810807,primal
1849,t1850,pv,exp,value,0.0,primal,load,exp,value,2.449719990260531,primal
1850,t1851,pv,exp,value,0.0,primal,load,exp,value,2.429754078402727,primal
1851,t1852,pv,exp,value,0.0,primal,load,exp,value,2.453615777940102,primal
1852,t1853,pv,exp,value,0.0,primal,load,exp,value,2.5927684441197956,primal
1853,t1854,pv,exp,value,0.0,primal,load,exp,value,2.9142926710494277,primal
1854,t1855,pv,exp,value,0.09862881885975464,primal,load,exp,value,3.482103725346968,primal
1855,t1856,pv,exp,value,0.28145297089247057,primal,load,exp,value,3.8294375456537617,primal
1856,t1857,pv,exp,value,0.7000240558094779,primal,load,exp,value,3.941319698076455,primal
1857,t1858,pv,exp,value,1.1691123406302624,primal,load,exp,value,3.907840272705138,primal
1858,t1859,pv,exp,value,1.4770267019485206,primal,load,exp,value,3.8609690771852936,primal
1859,t1860,pv,exp,value,1.618955977868655,primal,load,exp,value,3.8563428293158024,primal
1860,t1861,pv,exp,value,1.6406062063988451,primal,load,exp,value,3.7846359873386897,primal
1861,t1862,pv,exp,value,1.4998797209526102,primal,load,exp,value,3.7718529340150964,primal
1862,t1863,pv,exp,value,1.1919653596343518,primal,load,exp,value,3.7132943754565377,primal
1863,t1864,pv,exp,value,0.8491700745730093,primal,load,exp,value,3.716946676406136,primal
1864,t1865,pv,exp,value,0.4726966562424825,primal,load,exp,value,3.761991721451181,primal
1865,t1866,pv,exp,value,0.18522973298051482,primal,load,exp,value,3.9021183345507673,primal
1866,t1867,pv,exp,value,0.012027904738994465,primal,load,exp,value,3.95872899926954,primal
1867,t1868,pv,exp,value,0.0,primal,load,exp,value,3.8267591916240566,primal
1868,t1869,pv,exp,value,0.0,primal,load,exp,value,3.5801071341611883,primal
1869,t1870,pv,exp,value,0.0,primal,load,exp,value,3.3037496956415873,primal
1870,t1871,pv,exp,value,0.0,primal,load,exp,value,3.153031409788167,primal
1871,t1872,pv,exp,value,0.0,primal,load,exp,value,2.901509617725834,primal
1872,t1873,pv,exp,value,0.0,primal,load,exp,value,2.7630874117360604,primal
1873,t1874,pv,exp,value,0.0,primal,load,exp,value,2.636109082055028,primal
1874,t1875,pv,exp,value,0.0,primal,load,exp,value,2.595690284879474,primal
1875,t1876,pv,exp,value,0.0,primal,load,exp,value,2.584489895300706,primal
1876,t1877,pv,exp,value,0.0,primal,load,exp,value,2.684319454589725,primal
1877,t1878,pv,exp,value,0.0,primal,load,exp,value,3.0374969564158754,primal
1878,t1879,pv,exp,value,0.11907625691604522,primal,load,exp,value,3.5735329924519115,primal
1879,t1880,pv,exp,value,0.4137599230214096,primal,load,exp,value,3.8574385196006817,primal
1880,t1881,pv,exp,value,1.0139523694972334,primal,load,exp,value,3.8976138300462626,primal
1881,t1882,pv,exp,value,1.6947317777243205,primal,load,exp,value,3.7724616508400293,primal
1882,t1883,pv,exp,value,2.267260043300457,primal,load,exp,value,3.6530314097881664,primal
1883,t1884,pv,exp,value,2.647341833052682,primal,load,exp,value,3.5605064523983443,primal
1884,t1885,pv,exp,value,2.7748376232860235,primal,load,exp,value,3.4618943267591917,primal
1885,t1886,pv,exp,value,2.6413278806831855,primal,load,exp,value,3.42391039688337,primal
1886,t1887,pv,exp,value,2.229973538609574,primal,load,exp,value,3.3832481129778422,primal
1887,t1888,pv,exp,value,1.6117392350252584,primal,load,exp,value,3.461285609934259,primal
1888,t1889,pv,exp,value,0.8816454173682944,primal,load,exp,value,3.5685415144874604,primal
1889,t1890,pv,exp,value,0.29708924705316336,primal,load,exp,value,3.7292427562697834,primal
1890,t1891,pv,exp,value,0.016839066634592254,primal,load,exp,value,3.8615777940102265,primal
1891,t1892,pv,exp,value,0.0,primal,load,exp,value,3.7857316776235694,primal
1892,t1893,pv,exp,value,0.0,primal,load,exp,value,3.559654248843438,primal
1893,t1894,pv,exp,value,0.0,primal,load,exp,value,3.2839055271487707,primal
1894,t1895,pv,exp,value,0.0,primal,load,exp,value,3.155953250547845,primal
1895,t1896,pv,exp,value,0.0,primal,load,exp,value,2.9190406622839054,primal
1896,t1897,pv,exp,value,0.0,primal,load,exp,value,2.810810810810811,primal
1897,t1898,pv,exp,value,0.0,primal,load,exp,value,2.6831020209398586,primal
1898,t1899,pv,exp,value,0.0,primal,load,exp,value,2.640735329924519,primal
1899,t1900,pv,exp,value,0.0,primal,load,exp,value,2.629534940345751,primal
1900,t1901,pv,exp,value,0.0,primal,load,exp,value,2.727781835889944,primal
1901,t1902,pv,exp,value,0.0,primal,load,exp,value,3.060262965668371,primal
1902,t1903,pv,exp,value,0.13952369497233583,primal,load,exp,value,3.5849768687606525,primal
1903,t1904,pv,exp,value,0.5268222275679577,primal,load,exp,value,3.841977112247382,primal
1904,t1905,pv,exp,value,1.276160692807313,primal,load,exp,value,3.84672510348186,primal
1905,t1906,pv,exp,value,2.0748135674765456,primal,load,exp,value,3.691015339663988,primal
1906,t1907,pv,exp,value,2.667789271108973,primal,load,exp,value,3.5749939128317507,primal
1907,t1908,pv,exp,value,3.038248737070002,primal,load,exp,value,3.4654248843438036,primal
1908,t1909,pv,exp,value,3.1356747654558577,primal,load,exp,value,3.2897492086681273,primal
1909,t1910,pv,exp,value,2.9865287466923265,primal,load,exp,value,3.248234721207694,primal
1910,t1911,pv,exp,value,2.534279528506134,primal,load,exp,value,3.2342342342342345,primal
1911,t1912,pv,exp,value,1.8005773394274718,primal,load,exp,value,3.3608473338203066,primal
1912,t1913,pv,exp,value,0.9706519124368534,primal,load,exp,value,3.5064523983442903,primal
1913,t1914,pv,exp,value,0.32475342795285067,primal,load,exp,value,3.6824933041149253,primal
1914,t1915,pv,exp,value,0.020447438056290596,primal,load,exp,value,3.822376430484539,primal
1915,t1916,pv,exp,value,0.0,primal,load,exp,value,3.7422692963233506,primal
1916,t1917,pv,exp,value,0.0,primal,load,exp,value,3.5243486729973217,primal
1917,t1918,pv,exp,value,0.0,primal,load,exp,value,3.277940102264427,primal
1918,t1919,pv,exp,value,0.0,primal,load,exp,value,3.1583881178475774,primal
1919,t1920,pv,exp,value,0.0,primal,load,exp,value,2.9212320428536644,primal
1920,t1921,pv,exp,value,0.0,primal,load,exp,value,2.84672510348186,primal
1921,t1922,pv,exp,value,0.0,primal,load,exp,value,2.728755782809837,primal
1922,t1923,pv,exp,value,0.0,primal,load,exp,value,2.6872412953494034,primal
1923,t1924,pv,exp,value,0.0,primal,load,exp,value,2.6805454102751405,primal
1924,t1925,pv,exp,value,0.0,primal,load,exp,value,2.782201120038958,primal
1925,t1926,pv,exp,value,0.0,primal,load,exp,value,3.113099586072559,primal
1926,t1927,pv,exp,value,0.14313206639403417,primal,load,exp,value,3.624665205746287,primal
1927,t1928,pv,exp,value,0.4823189800336781,primal,load,exp,value,3.887874360847334,primal
1928,t1929,pv,exp,value,1.106567235987491,primal,load,exp,value,3.929388848307767,primal
1929,t1930,pv,exp,value,1.6694731777724319,primal,load,exp,value,3.8429510591672758,primal
1930,t1931,pv,exp,value,1.9761847486167912,primal,load,exp,value,3.791575359142927,primal
1931,t1932,pv,exp,value,2.06519124368535,primal,load,exp,value,3.737521305088873,primal
1932,t1933,pv,exp,value,1.9052201106567235,primal,load,exp,value,3.660579498417336,primal
1933,t1934,pv,exp,value,1.545585758960789,primal,load,exp,value,3.636230825420015,primal
1934,t1935,pv,exp,value,1.133028626413279,primal,load,exp,value,3.5499147796445096,primal
1935,t1936,pv,exp,value,0.7312966081308636,primal,load,exp,value,3.6042123204285366,primal
1936,t1937,pv,exp,value,0.41857108491700745,primal,load,exp,value,3.713781348916484,primal
1937,t1938,pv,exp,value,0.19364926629781093,primal,load,exp,value,3.8804480155831507,primal
1938,t1939,pv,exp,value,0.021650228530190038,primal,load,exp,value,3.9905040175310447,primal
1939,t1940,pv,exp,value,0.0,primal,load,exp,value,3.8860482103725347,primal
1940,t1941,pv,exp,value,0.0,primal,load,exp,value,3.6563184806428053,primal
1941,t1942,pv,exp,value,0.0,primal,load,exp,value,3.3920136352568786,primal
1942,t1943,pv,exp,value,0.0,primal,load,exp,value,3.261869978086194,primal
1943,t1944,pv,exp,value,0.0,primal,load,exp,value,3.0271487703920137,primal
1944,t1945,pv,exp,value,0.0,primal,load,exp,value,2.8655953250547843,primal
1945,t1946,pv,exp,value,0.0,primal,load,exp,value,2.712442171901631,primal
1946,t1947,pv,exp,value,0.0,primal,load,exp,value,2.658266374482591,primal
1947,t1948,pv,exp,value,0.0,primal,load,exp,value,2.640370099829559,primal
1948,t1949,pv,exp,value,0.0,primal,load,exp,value,2.7671049427806182,primal
1949,t1950,pv,exp,value,0.0,primal,load,exp,value,3.0853420988556124,primal
1950,t1951,pv,exp,value,0.13832090449843637,primal,load,exp,value,3.598733869004139,primal
1951,t1952,pv,exp,value,0.4462352658166947,primal,load,exp,value,3.8671779887996105,primal
1952,t1953,pv,exp,value,1.093336540774597,primal,load,exp,value,3.9187971755539324,primal
1953,t1954,pv,exp,value,1.8354582631705556,primal,load,exp,value,3.8156805454102747,primal
1954,t1955,pv,exp,value,2.4356507096463793,primal,load,exp,value,3.7482347212076945,primal
1955,t1956,pv,exp,value,2.8602357469328843,primal,load,exp,value,3.6253956659362063,primal
1956,t1957,pv,exp,value,3.047871060861198,primal,load,exp,value,3.418188458728999,primal
1957,t1958,pv,exp,value,2.994948280009622,primal,load,exp,value,3.3189676162649135,primal
1958,t1959,pv,exp,value,2.584796728409911,primal,load,exp,value,3.2912101290479665,primal
1959,t1960,pv,exp,value,1.8835698821265334,primal,load,exp,value,3.3189676162649135,primal
1960,t1961,pv,exp,value,1.0464277122925187,primal,load,exp,value,3.469198928658388,primal
1961,t1962,pv,exp,value,0.35121481837863844,primal,load,exp,value,3.692111029948868,primal
1962,t1963,pv,exp,value,0.02646139042578783,primal,load,exp,value,3.80618456294132,primal
1963,t1964,pv,exp,value,0.0,primal,load,exp,value,3.699415631848064,primal
1964,t1965,pv,exp,value,0.0,primal,load,exp,value,3.4670075480886293,primal
1965,t1966,pv,exp,value,0.0,primal,load,exp,value,3.1956415875334794,primal
1966,t1967,pv,exp,value,0.0,primal,load,exp,value,3.0753591429267106,primal
1967,t1968,pv,exp,value,0.0,primal,load,exp,value,2.8545166788410032,primal
1968,t1969,pv,exp,value,0.0,primal,load,exp,value,2.694789383978573,primal
1969,t1970,pv,exp,value,0.0,primal,load,exp,value,2.550036523009496,primal
1970,t1971,pv,exp,value,0.0,primal,load,exp,value,2.4802775748721695,primal
1971,t1972,pv,exp,value,0.0,primal,load,exp,value,2.43072802532262,primal
1972,t1973,pv,exp,value,0.0,primal,load,exp,value,2.447163379595812,primal
1973,t1974,pv,exp,value,0.0,primal,load,exp,value,2.581933284635987,primal
1974,t1975,pv,exp,value,0.16839066634592254,primal,load,exp,value,2.7723399074750428,primal
1975,t1976,pv,exp,value,0.6001924464758239,primal,load,exp,value,2.9621378134891647,primal
1976,t1977,pv,exp,value,1.3880202068799616,primal,load,exp,value,3.0952033114195276,primal
1977,t1978,pv,exp,value,2.157806110175607,primal,load,exp,value,3.13890917944972,primal
1978,t1979,pv,exp,value,2.7134953091171514,primal,load,exp,value,3.1098125152179206,primal
1979,t1980,pv,exp,value,2.8878999278325717,primal,load,exp,value,3.0653761869978084,primal
1980,t1981,pv,exp,value,2.6689920615828724,primal,load,exp,value,3.0107134161188216,primal
1981,t1982,pv,exp,value,2.2071205196054846,primal,load,exp,value,2.9653031409788166,primal
1982,t1983,pv,exp,value,1.628578301659851,primal,load,exp,value,2.9690771852934015,primal
1983,t1984,pv,exp,value,0.982679817175848,primal,load,exp,value,3.012174336498661,primal
1984,t1985,pv,exp,value,0.4883329324031754,primal,load,exp,value,3.096664231799367,primal
1985,t1986,pv,exp,value,0.22492181861919652,primal,load,exp,value,3.269174579985391,primal
1986,t1987,pv,exp,value,0.03006976184748617,primal,load,exp,value,3.327246165084003,primal
1987,t1988,pv,exp,value,0.0,primal,load,exp,value,3.2442171901631363,primal
1988,t1989,pv,exp,value,0.0,primal,load,exp,value,3.088629169710251,primal
1989,t1990,pv,exp,value,0.0,primal,load,exp,value,2.9057706355003656,primal
1990,t1991,pv,exp,value,0.0,primal,load,exp,value,2.8603603603603607,primal
1991,t1992,pv,exp,value,0.0,primal,load,exp,value,2.662770878987095,primal
1992,t1993,pv,exp,value,0.0,primal,load,exp,value,2.5317750182615044,primal
1993,t1994,pv,exp,value,0.0,primal,load,exp,value,2.411370830289749,primal
1994,t1995,pv,exp,value,0.0,primal,load,exp,value,2.373143413683954,primal
1995,t1996,pv,exp,value,0.0,primal,load,exp,value,2.3441684928171416,primal
1996,t1997,pv,exp,value,0.0,primal,load,exp,value,2.3307767226686145,primal
1997,t1998,pv,exp,value,0.0012027904738994468,primal,load,exp,value,2.4094229364499635,primal
1998,t1999,pv,exp,value,0.16598508539812368,primal,load,exp,value,2.5332359386413437,primal
1999,t2000,pv,exp,value,0.5400529227808516,primal,load,exp,value,2.6750669588507425,primal
2000,t2001,pv,exp,value,1.2533076738032234,primal,load,exp,value,2.7891404918431943,primal
2001,t2002,pv,exp,value,1.9882126533557853,primal,load,exp,value,2.900657414170928,primal
2002,t2003,pv,exp,value,2.512629299975944,primal,load,exp,value,2.9203798392987586,primal
2003,t2004,pv,exp,value,2.824152032715901,primal,load,exp,value,2.928171414657901,primal
2004,t2005,pv,exp,value,2.8409910993504934,primal,load,exp,value,2.832846359873387,primal
2005,t2006,pv,exp,value,2.6738032234784703,primal,load,exp,value,2.7515217920623325,primal
2006,t2007,pv,exp,value,2.3394274717344237,primal,load,exp,value,2.704528853177502,primal
2007,t2008,pv,exp,value,1.750060139523695,primal,load,exp,value,2.7303384465546627,primal
2008,t2009,pv,exp,value,0.9898965600192446,primal,load,exp,value,2.822863403944485,primal
2009,t2010,pv,exp,value,0.35602598027423626,primal,load,exp,value,3.0522279035792548,primal
2010,t2011,pv,exp,value,0.036083714216983406,primal,load,exp,value,3.206963720477234,primal
2011,t2012,pv,exp,value,0.0,primal,load,exp,value,3.2012417823228634,primal
2012,t2013,pv,exp,value,0.0,primal,load,exp,value,3.0853420988556124,primal
2013,t2014,pv,exp,value,0.0,primal,load,exp,value,2.95118091064037,primal
2014,t2015,pv,exp,value,0.0,primal,load,exp,value,2.910762113464816,primal
2015,t2016,pv,exp,value,0.0,primal,load,exp,value,2.731799366934502,primal
2016,t2017,pv,exp,value,0.0,primal,load,exp,value,2.691867543218894,primal
2017,t2018,pv,exp,value,0.0,primal,load,exp,value,2.5911857803749694,primal
2018,t2019,pv,exp,value,0.0,primal,load,exp,value,2.601899196493791,primal
2019,t2020,pv,exp,value,0.0,primal,load,exp,value,2.5563671779887995,primal
2020,t2021,pv,exp,value,0.0,primal,load,exp,value,2.6467007548088626,primal
2021,t2022,pv,exp,value,0.006013952369497233,primal,load,exp,value,3.002069637204772,primal
2022,t2023,pv,exp,value,0.17199903776762088,primal,load,exp,value,3.5642804967129296,primal
2023,t2024,pv,exp,value,0.5436612942025499,primal,load,exp,value,3.858899439980521,primal
2024,t2025,pv,exp,value,1.2063988453211452,primal,load,exp,value,3.8787436084733384,primal
2025,t2026,pv,exp,value,1.8643252345441423,primal,load,exp,value,3.7214511809106403,primal
2026,t2027,pv,exp,value,2.393553043059899,primal,load,exp,value,3.564037009982956,primal
2027,t2028,pv,exp,value,2.770026461390426,primal,load,exp,value,3.4701728755782812,primal
2028,t2029,pv,exp,value,2.923983642049555,primal,load,exp,value,3.372291210129048,primal
2029,t2030,pv,exp,value,2.86985807072408,primal,load,exp,value,3.302897492086681,primal
2030,t2031,pv,exp,value,2.54390185229733,primal,load,exp,value,3.2970538105673244,primal
2031,t2032,pv,exp,value,1.9256675487130144,primal,load,exp,value,3.3699780861943025,primal
2032,t2033,pv,exp,value,1.119797931200385,primal,load,exp,value,3.508156805454103,primal
2033,t2034,pv,exp,value,0.4029348087563146,primal,load,exp,value,3.7188945702459213,primal
2034,t2035,pv,exp,value,0.0384892951647823,primal,load,exp,value,3.849403457511565,primal
2035,t2036,pv,exp,value,0.0,primal,load,exp,value,3.792914536157779,primal
2036,t2037,pv,exp,value,0.0,primal,load,exp,value,3.5871682493304116,primal
2037,t2038,pv,exp,value,0.0,primal,load,exp,value,3.3402727051375702,primal
2038,t2039,pv,exp,value,0.0,primal,load,exp,value,3.2162162162162162,primal
2039,t2040,pv,exp,value,0.0,primal,load,exp,value,2.9900170440710983,primal
2040,t2041,pv,exp,value,0.0,primal,load,exp,value,2.842220598977356,primal
2041,t2042,pv,exp,value,0.0,primal,load,exp,value,2.717311906501096,primal
2042,t2043,pv,exp,value,0.0,primal,load,exp,value,2.6806671536401265,primal
2043,t2044,pv,exp,value,0.0,primal,load,exp,value,2.6708059410762113,primal
2044,t2045,pv,exp,value,0.0,primal,load,exp,value,2.7679571463355246,primal
2045,t2046,pv,exp,value,0.009622323791195575,primal,load,exp,value,3.1043340637935235,primal
2046,t2047,pv,exp,value,0.18643252345441425,primal,load,exp,value,3.586924762600438,primal
2047,t2048,pv,exp,value,0.6230454654799135,primal,load,exp,value,3.832115899683467,primal
2048,t2049,pv,exp,value,1.4277122925186434,primal,load,exp,value,3.848429510591673,primal
2049,t2050,pv,exp,value,2.243204233822468,primal,load,exp,value,3.690528366204042,primal
2050,t2051,pv,exp,value,2.8097185470291075,primal,load,exp,value,3.534209885561237,primal
