,snapshot,component_charge,fieldtype_charge,field_charge,value_charge,mode_charge,component_discharge,fieldtype_discharge,field_discharge,value_discharge,mode_discharge
1096,t1097,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.622675850766855,primal
1097,t1098,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1098,t1099,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1099,t1100,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.156498858331833,primal
1100,t1101,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.8311500096240003,primal
1101,t1102,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1102,t1103,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1103,t1104,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1104,t1105,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1105,t1106,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
1106,t1107,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1107,t1108,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1108,t1109,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1109,t1110,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1110,t1111,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1111,t1112,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1112,t1113,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1113,t1114,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.532744511340291,primal
1114,t1115,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1115,t1116,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1116,t1117,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1117,t1118,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1118,t1119,battery.charging,exp,in_electricity,4.808729918398578,primal,battery.discharging,exp,in_electricity,0.0,primal
1119,t1120,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1120,t1121,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.38166725510956,primal
1121,t1122,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.052962914634893,primal
1122,t1123,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.158830123517102,primal
1123,t1124,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.9588974761795668,primal
1124,t1125,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.696969474679376,primal
1125,t1126,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.4159308464602867,primal
1126,t1127,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.3347419094192166,primal
1127,t1128,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1128,t1129,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1129,t1130,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1130,t1131,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
1131,t1132,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1132,t1133,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1133,t1134,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1134,t1135,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1135,t1136,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1136,t1137,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.2564722646029756,primal
1137,t1138,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.2170277911555787,primal
1138,t1139,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.1505087505052582,primal
1139,t1140,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1140,t1141,battery.charging,exp,in_electricity,2.3740246955035635,primal,battery.discharging,exp,in_electricity,0.0,primal
1141,t1142,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1142,t1143,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1143,t1144,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1144,t1145,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1145,t1146,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.191527356255683,primal
1146,t1147,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1147,t1148,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1148,t1149,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.311509382819772,primal
1149,t1150,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.107287979647234,primal
1150,t1151,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1151,t1152,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1152,t1153,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1153,t1154,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1154,t1155,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1155,t1156,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1156,t1157,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1157,t1158,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1158,t1159,battery.charging,exp,in_electricity,2.8814459711460825,primal,battery.discharging,exp,in_electricity,0.0,primal
1159,t1160,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.8084861296439203,primal
1160,t1161,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1161,t1162,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1162,t1163,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1163,t1164,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
1164,t1165,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1165,t1166,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1166,t1167,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1167,t1168,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1168,t1169,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.5350454374151954,primal
1169,t1170,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.3060350000339893,primal
1170,t1171,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1171,t1172,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.081007691743223,primal
1172,t1173,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.286777983536492,primal
1173,t1174,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.096296246632443,primal
1174,t1175,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1175,t1176,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1176,t1177,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1177,t1178,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1178,t1179,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
1179,t1180,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1180,t1181,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1181,t1182,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1182,t1183,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1183,t1184,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.16689400492337,primal
1184,t1185,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1185,t1186,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.8992879008716126,primal
1186,t1187,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1187,t1188,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1188,t1189,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1189,t1190,battery.charging,exp,in_electricity,1.5494668706758696,primal,battery.discharging,exp,in_electricity,0.0,primal
1190,t1191,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1191,t1192,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1192,t1193,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1193,t1194,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.284798862578337,primal
1194,t1195,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1195,t1196,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.176358921392648,primal
1196,t1197,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.9033142808206804,primal
1197,t1198,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1198,t1199,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1199,t1200,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1200,t1201,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1201,t1202,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
1202,t1203,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1203,t1204,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1204,t1205,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1205,t1206,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1206,t1207,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.9330419223834108,primal
1207,t1208,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1208,t1209,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1209,t1210,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.473325641318712,primal
1210,t1211,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.203957155020565,primal
1211,t1212,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1212,t1213,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1213,t1214,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1214,t1215,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1215,t1216,battery.charging,exp,in_electricity,5.20141550629916,primal,battery.discharging,exp,in_electricity,0.0,primal
1216,t1217,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.7267067012871333,primal
1217,t1218,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.257034953359685,primal
1218,t1219,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.400690199739975,primal
1219,t1220,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1220,t1221,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.9113082684678013,primal
1221,t1222,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.0094222365067456,primal
1222,t1223,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1223,t1224,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1224,t1225,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1225,t1226,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
1226,t1227,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1227,t1228,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1228,t1229,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1229,t1230,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1230,t1231,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.9725122363910694,primal
1231,t1232,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1232,t1233,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1233,t1234,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.173997699594556,primal
1234,t1235,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.12763627033430502,primal
1235,t1236,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1236,t1237,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1237,t1238,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1238,t1239,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1239,t1240,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.738046384917137,primal
1240,t1241,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.5047774532519544,primal
1241,t1242,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.2064132357125485,primal
1242,t1243,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1243,t1244,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.210832993120857,primal
1244,t1245,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.9115580805817736,primal
1245,t1246,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1246,t1247,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1247,t1248,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1248,t1249,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1249,t1250,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1250,t1251,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1251,t1252,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1252,t1253,battery.charging,exp,in_electricity,5.20141550629916,primal,battery.discharging,exp,in_electricity,0.0,primal
1253,t1254,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1254,t1255,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.951902736988336,primal
1255,t1256,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.178845504421745,primal
1256,t1257,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1257,t1258,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.906756934532299,primal
1258,t1259,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.595728953959921,primal
1259,t1260,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1260,t1261,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1261,t1262,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1262,t1263,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1263,t1264,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1264,t1265,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1265,t1266,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1266,t1267,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.6719282294590405,primal
1267,t1268,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1268,t1269,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1269,t1270,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1270,t1271,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1271,t1272,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1272,t1273,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1273,t1274,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.2403830344268894,primal
1274,t1275,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1275,t1276,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1276,t1277,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1277,t1278,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1278,t1279,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.8284006937920183,primal
1279,t1280,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1280,t1281,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1281,t1282,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.9950363410262217,primal
1282,t1283,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.6939858214311974,primal
1283,t1284,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1284,t1285,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1285,t1286,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1286,t1287,battery.charging,exp,in_electricity,5.106100206533215,primal,battery.discharging,exp,in_electricity,0.0,primal
1287,t1288,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1288,t1289,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1289,t1290,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,4.3135525854436665,primal
1290,t1291,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1291,t1292,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1292,t1293,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.8803315663352085,primal
1293,t1294,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.4164405669438125,primal
1294,t1295,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1295,t1296,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1296,t1297,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1297,t1298,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1298,t1299,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1299,t1300,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1300,t1301,battery.charging,exp,in_electricity,2.2450948913408686,primal,battery.discharging,exp,in_electricity,0.0,primal
1301,t1302,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1302,t1303,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.1786994796756747,primal
1303,t1304,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.23590050443709,primal
1304,t1305,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.0837435935420254,primal
1305,t1306,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1306,t1307,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1307,t1308,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1308,t1309,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1309,t1310,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1310,t1311,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1311,t1312,battery.charging,exp,in_electricity,5.20141550629916,primal,battery.discharging,exp,in_electricity,0.0,primal
1312,t1313,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1313,t1314,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.088729671355985,primal
1314,t1315,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1315,t1316,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1316,t1317,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.3546019724800327,primal
1317,t1318,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.1669930748866673,primal
1318,t1319,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1319,t1320,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1320,t1321,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1321,t1322,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1322,t1323,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1323,t1324,battery.charging,exp,in_electricity,0.48776191790289064,primal,battery.discharging,exp,in_electricity,0.0,primal
1324,t1325,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1325,t1326,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1326,t1327,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1327,t1328,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.852449215666208,primal
1328,t1329,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.6670578588035863,primal
1329,t1330,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.2660001944398354,primal
1330,t1331,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1331,t1332,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
1332,t1333,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1333,t1334,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1334,t1335,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1335,t1336,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1336,t1337,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.5632583206867388,primal
1337,t1338,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1338,t1339,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1339,t1340,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
1340,t1341,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.3522287573972935,primal
1341,t1342,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1342,t1343,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1343,t1344,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1344,t1345,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1345,t1346,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
1346,t1347,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1347,t1348,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1348,t1349,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
1349,t1350,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
1350,t1351,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.924198922095875,primal
1351,t1352,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.108832423522983,primal
1352,t1353,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
